Bill,Bill Type,Bill Num,Session,Bill Status,Money Given in Favor of Bill,Money Given in against the Bill,Bill Title,Bill URL
893574,hr,1,112,PASSED,8389852,34342891,"Disaster Relief Appropriations Act, 2013",http://maplight.org/us-congress/bill/112-hr-1/893574/total-contributions
893628,hr,1,112,PASSED,157670,1008319,"Disaster Relief Appropriations Act, 2013",http://maplight.org/us-congress/bill/112-hr-1/893628/total-contributions
893407,hr,1,112,NOT PASSED,0,1768319,"Disaster Relief Appropriations Act, 2013",http://maplight.org/us-congress/bill/112-hr-1/893407/total-contributions
888074,hr,2,112,PASSED,37002828,41125275,Repealing the Job-Killing Health Care Law Act,http://maplight.org/us-congress/bill/112-hr-2/888074/total-contributions
1022200,hjres,2,112,NOT PASSED,8865215,4210652,,http://maplight.org/us-congress/bill/112-hjres-2/1022200/total-contributions
886997,hr,2,112,PASSED,37002828,41125275,Repealing the Job-Killing Health Care Law Act,http://maplight.org/us-congress/bill/112-hr-2/886997/total-contributions
948997,hr,3,112,PASSED,9241158,19735336,No Taxpayer Funding for Abortion Act,http://maplight.org/us-congress/bill/112-hr-3/948997/total-contributions
888417,hr,3,112,PASSED,9241158,19735336,No Taxpayer Funding for Abortion Act,http://maplight.org/us-congress/bill/112-hr-3/888417/total-contributions
939526,hr,4,112,PASSED,66569056,0,Comprehensive 1099 Taxpayer Protection and Repayment of Exchange Subsidy Overpayments Act of 2011,http://maplight.org/us-congress/bill/112-hr-4/939526/total-contributions
897205,hr,4,112,PASSED,72183819,0,Comprehensive 1099 Taxpayer Protection and Repayment of Exchange Subsidy Overpayments Act of 2011,http://maplight.org/us-congress/bill/112-hr-4/897205/total-contributions
1049421,hr,5,112,PASSED,52657901,2797686,Protecting Access to Healthcare Act,http://maplight.org/us-congress/bill/112-hr-5/1049421/total-contributions
1021292,sjres,6,112,NOT PASSED,13985213,19083691,,http://maplight.org/us-congress/bill/112-sjres-6/1021292/total-contributions
892456,sjres,6,112,UNOPPOSED,13773026,19047491,,http://maplight.org/us-congress/bill/112-sjres-6/892456/total-contributions
1031227,hr,7,112,UNOPPOSED,47753187,31723438,,http://maplight.org/us-congress/bill/112-hr-7/1031227/total-contributions
1086888,hr,8,112,PASSED,9739820,21932748,American Taxpayer Relief Act of 2012,http://maplight.org/us-congress/bill/112-hr-8/1086888/total-contributions
1108829,hr,8,112,PASSED,26346770,19210354,American Taxpayer Relief Act of 2012,http://maplight.org/us-congress/bill/112-hr-8/1108829/total-contributions
1087517,hr,8,112,PASSED,9616358,36474541,American Taxpayer Relief Act of 2012,http://maplight.org/us-congress/bill/112-hr-8/1087517/total-contributions
1108992,hr,8,112,PASSED,9739820,21932748,American Taxpayer Relief Act of 2012,http://maplight.org/us-congress/bill/112-hr-8/1108992/total-contributions
1049537,hr,9,112,PASSED,51192047,0,Small Business Tax Cut Act,http://maplight.org/us-congress/bill/112-hr-9/1049537/total-contributions
1059146,hr,9,112,PASSED,51192047,0,Small Business Tax Cut Act,http://maplight.org/us-congress/bill/112-hr-9/1059146/total-contributions
888184,hres,9,112,PASSED,478,1598297,Instructing Certain Committees to Report Legislation Replacing the Job-Killing Health Care Law.,http://maplight.org/us-congress/bill/112-hres-9/888184/total-contributions
887371,hjres,9,112,UNOPPOSED,0,1850147,Instructing Certain Committees to Report Legislation Replacing the Job-Killing Health Care Law.,http://maplight.org/us-congress/bill/112-hjres-9/887371/total-contributions
937456,sjres,10,112,NOT PASSED,1189819,9562881,Joint Resolution Proposing a Balanced Budget Amendment to the Constitution of the United States.,http://maplight.org/us-congress/bill/112-sjres-10/937456/total-contributions
1025015,sjres,10,112,NOT PASSED,1189819,9562881,Joint Resolution Proposing a Balanced Budget Amendment to the Constitution of the United States.,http://maplight.org/us-congress/bill/112-sjres-10/1025015/total-contributions
1024176,hr,10,112,PASSED,19217013,19563366,Regulations From the Executive in Need of Scrutiny Act of 2011,http://maplight.org/us-congress/bill/112-hr-10/1024176/total-contributions
1024897,sjres,10,112,PASSED,1189819,9562881,Joint Resolution Proposing a Balanced Budget Amendment to the Constitution of the United States.,http://maplight.org/us-congress/bill/112-sjres-10/1024897/total-contributions
890034,hr,11,112,UNOPPOSED,5267487,0,,http://maplight.org/us-congress/bill/112-hr-11/890034/total-contributions
1013002,hr,12,112,UNOPPOSED,16069204,0,,http://maplight.org/us-congress/bill/112-hr-12/1013002/total-contributions
888787,s,13,112,UNOPPOSED,412524,0,,http://maplight.org/us-congress/bill/112-s-13/888787/total-contributions
1087301,hr,15,112,UNOPPOSED,3603151,0,,http://maplight.org/us-congress/bill/112-hr-15/1087301/total-contributions
888792,s,18,112,UNOPPOSED,22645540,0,,http://maplight.org/us-congress/bill/112-s-18/888792/total-contributions
979610,sconres,21,112,NOT PASSED,8996812,10465734,,http://maplight.org/us-congress/bill/112-sconres-21/979610/total-contributions
897262,s,23,112,PASSED,112887394,52290370,America Invents Act,http://maplight.org/us-congress/bill/112-s-23/897262/total-contributions
897263,s,23,112,PASSED,112887394,52290370,America Invents Act,http://maplight.org/us-congress/bill/112-s-23/897263/total-contributions
897267,s,23,112,PASSED,14580538,0,America Invents Act,http://maplight.org/us-congress/bill/112-s-23/897267/total-contributions
888797,s,23,112,PASSED,112887394,52290370,America Invents Act,http://maplight.org/us-congress/bill/112-s-23/888797/total-contributions
888799,s,25,112,UNOPPOSED,21303999,1654933,,http://maplight.org/us-congress/bill/112-s-25/888799/total-contributions
887012,hr,25,112,UNOPPOSED,548250,0,,http://maplight.org/us-congress/bill/112-hr-25/887012/total-contributions
1010099,sjres,27,112,UNOPPOSED,9950214,16145735,,http://maplight.org/us-congress/bill/112-sjres-27/1010099/total-contributions
888801,s,27,112,UNOPPOSED,1520810,0,,http://maplight.org/us-congress/bill/112-s-27/888801/total-contributions
888802,s,28,112,UNOPPOSED,14365732,1644895,,http://maplight.org/us-congress/bill/112-s-28/888802/total-contributions
888806,s,32,112,UNOPPOSED,348008,899208,,http://maplight.org/us-congress/bill/112-s-32/888806/total-contributions
888807,s,33,112,UNOPPOSED,3304922,4172268,,http://maplight.org/us-congress/bill/112-s-33/888807/total-contributions
944485,hconres,34,112,PASSED,8544447,5322698,Establishing the Budget for the United States Government for Fiscal Year 2012 and Setting Forth Appropriate Budgetary Levels for Fiscal Years 2013 Through 2021.,http://maplight.org/us-congress/bill/112-hconres-34/944485/total-contributions
888808,s,34,112,UNOPPOSED,595250,899208,,http://maplight.org/us-congress/bill/112-s-34/888808/total-contributions
888809,s,35,112,UNOPPOSED,7761960,899208,,http://maplight.org/us-congress/bill/112-s-35/888809/total-contributions
1060362,sjres,36,112,NOT PASSED,111859083,5995405,,http://maplight.org/us-congress/bill/112-sjres-36/1060362/total-contributions
941473,hjres,37,112,PASSED,10235305,541065,Disapproving the Rule Submitted by the Federal Communications Commission with Respect to Regulating the Internet and Broadband Industry Practices.,http://maplight.org/us-congress/bill/112-hjres-37/941473/total-contributions
941472,hjres,37,112,PASSED,10235305,247411,Disapproving the Rule Submitted by the Federal Communications Commission with Respect to Regulating the Internet and Broadband Industry Practices.,http://maplight.org/us-congress/bill/112-hjres-37/941472/total-contributions
1079490,sjres,37,112,NOT PASSED,9831529,4846265,,http://maplight.org/us-congress/bill/112-sjres-37/1079490/total-contributions
892488,hjres,37,112,PASSED,10235305,541065,,http://maplight.org/us-congress/bill/112-hjres-37/892488/total-contributions
887032,hr,39,112,UNOPPOSED,3361843,1815447,,http://maplight.org/us-congress/bill/112-hr-39/887032/total-contributions
887038,hr,45,112,UNOPPOSED,0,26800794,,http://maplight.org/us-congress/bill/112-hr-45/887038/total-contributions
888823,s,49,112,UNOPPOSED,507970,3635470,,http://maplight.org/us-congress/bill/112-s-49/888823/total-contributions
887052,hr,56,112,UNOPPOSED,3913497,0,,http://maplight.org/us-congress/bill/112-hr-56/887052/total-contributions
941416,hjres,56,112,UNOPPOSED,548250,0,,http://maplight.org/us-congress/bill/112-hjres-56/941416/total-contributions
887056,hr,58,112,UNOPPOSED,10332539,0,,http://maplight.org/us-congress/bill/112-hr-58/887056/total-contributions
1011330,hjres,66,112,PASSED,660843,8960737,"Emergency Supplemental Disaster Relief Appropriations Resolution, 2011",http://maplight.org/us-congress/bill/112-hjres-66/1011330/total-contributions
1012035,hjres,66,112,PASSED,660843,8960737,"Emergency Supplemental Disaster Relief Appropriations Resolution, 2011",http://maplight.org/us-congress/bill/112-hjres-66/1012035/total-contributions
888846,s,72,112,UNOPPOSED,33227093,0,,http://maplight.org/us-congress/bill/112-s-72/888846/total-contributions
888848,s,74,112,UNOPPOSED,454432,0,,http://maplight.org/us-congress/bill/112-s-74/888848/total-contributions
888850,s,76,112,UNOPPOSED,7640284,0,,http://maplight.org/us-congress/bill/112-s-76/888850/total-contributions
888853,s,79,112,UNOPPOSED,3526017,0,,http://maplight.org/us-congress/bill/112-s-79/888853/total-contributions
890074,hres,86,112,UNOPPOSED,2567305,1761675,,http://maplight.org/us-congress/bill/112-hres-86/890074/total-contributions
887096,hr,87,112,UNOPPOSED,18807975,1187154,,http://maplight.org/us-congress/bill/112-hr-87/887096/total-contributions
887112,hr,91,112,UNOPPOSED,11690945,1602297,,http://maplight.org/us-congress/bill/112-hr-91/887112/total-contributions
1023347,hjres,91,112,UNOPPOSED,12260930,343600,,http://maplight.org/us-congress/bill/112-hjres-91/1023347/total-contributions
887121,hr,96,112,UNOPPOSED,8529102,456803,,http://maplight.org/us-congress/bill/112-hr-96/887121/total-contributions
887122,hr,97,112,UNOPPOSED,0,2128190,,http://maplight.org/us-congress/bill/112-hr-97/887122/total-contributions
887123,hr,98,112,UNOPPOSED,0,16000,,http://maplight.org/us-congress/bill/112-hr-98/887123/total-contributions
887137,hr,104,112,UNOPPOSED,43249373,0,,http://maplight.org/us-congress/bill/112-hr-104/887137/total-contributions
888887,s,113,112,UNOPPOSED,2124870,0,,http://maplight.org/us-congress/bill/112-s-113/888887/total-contributions
887180,hr,122,112,UNOPPOSED,746683,2435254,,http://maplight.org/us-congress/bill/112-hr-122/887180/total-contributions
888910,s,136,112,UNOPPOSED,3526017,234182,,http://maplight.org/us-congress/bill/112-s-136/888910/total-contributions
887213,hr,140,112,UNOPPOSED,8390852,30879272,,http://maplight.org/us-congress/bill/112-hr-140/887213/total-contributions
887214,hr,141,112,UNOPPOSED,154595,578728,,http://maplight.org/us-congress/bill/112-hr-141/887214/total-contributions
887223,hr,142,112,UNOPPOSED,0,33650,,http://maplight.org/us-congress/bill/112-hr-142/887223/total-contributions
887226,hr,145,112,UNOPPOSED,154595,578728,,http://maplight.org/us-congress/bill/112-hr-145/887226/total-contributions
887244,hr,153,112,UNOPPOSED,0,1866147,,http://maplight.org/us-congress/bill/112-hr-153/887244/total-contributions
888927,s,153,112,UNOPPOSED,3456887,2209826,,http://maplight.org/us-congress/bill/112-s-153/888927/total-contributions
888928,s,154,112,UNOPPOSED,12970833,0,,http://maplight.org/us-congress/bill/112-s-154/888928/total-contributions
887263,hr,166,112,UNOPPOSED,0,41456,,http://maplight.org/us-congress/bill/112-hr-166/887263/total-contributions
887285,hr,178,112,UNOPPOSED,256161,0,,http://maplight.org/us-congress/bill/112-hr-178/887285/total-contributions
888952,s,178,112,UNOPPOSED,8845875,152167,,http://maplight.org/us-congress/bill/112-s-178/888952/total-contributions
887286,hr,179,112,UNOPPOSED,256161,0,,http://maplight.org/us-congress/bill/112-hr-179/887286/total-contributions
888953,s,179,112,UNOPPOSED,3477813,0,,http://maplight.org/us-congress/bill/112-s-179/888953/total-contributions
887288,hr,181,112,UNOPPOSED,256161,0,,http://maplight.org/us-congress/bill/112-hr-181/887288/total-contributions
887293,hr,186,112,UNOPPOSED,256361,0,,http://maplight.org/us-congress/bill/112-hr-186/887293/total-contributions
887303,hr,190,112,UNOPPOSED,30531123,1121409,,http://maplight.org/us-congress/bill/112-hr-190/887303/total-contributions
889213,s,193,112,UNOPPOSED,16430995,8809800,,http://maplight.org/us-congress/bill/112-s-193/889213/total-contributions
889215,s,195,112,UNOPPOSED,616867,0,,http://maplight.org/us-congress/bill/112-s-195/889215/total-contributions
887378,hr,199,112,UNOPPOSED,0,1850147,,http://maplight.org/us-congress/bill/112-hr-199/887378/total-contributions
889226,s,206,112,UNOPPOSED,955500,21572014,,http://maplight.org/us-congress/bill/112-s-206/889226/total-contributions
889345,s,212,112,UNOPPOSED,14102564,0,,http://maplight.org/us-congress/bill/112-s-212/889345/total-contributions
944248,s,216,112,PASSED,0,1698882,Food Safety Accountability Act of 2011,http://maplight.org/us-congress/bill/112-s-216/944248/total-contributions
889350,s,217,112,UNOPPOSED,10837818,0,,http://maplight.org/us-congress/bill/112-s-217/889350/total-contributions
887446,hr,217,112,UNOPPOSED,8964115,10040292,,http://maplight.org/us-congress/bill/112-hr-217/887446/total-contributions
889352,s,219,112,UNOPPOSED,8810550,0,,http://maplight.org/us-congress/bill/112-s-219/889352/total-contributions
889355,s,222,112,UNOPPOSED,0,29067108,,http://maplight.org/us-congress/bill/112-s-222/889355/total-contributions
890276,s,223,112,NOT PASSED,57937,1025780,FAA Air Transportation Modernization and Safety Improvement Act,http://maplight.org/us-congress/bill/112-s-223/890276/total-contributions
889356,s,223,112,PASSED,2906025,0,FAA Air Transportation Modernization and Safety Improvement Act,http://maplight.org/us-congress/bill/112-s-223/889356/total-contributions
889429,s,223,112,PASSED,8435415,0,FAA Air Transportation Modernization and Safety Improvement Act,http://maplight.org/us-congress/bill/112-s-223/889429/total-contributions
892519,s,223,112,PASSED,2906025,0,FAA Air Transportation Modernization and Safety Improvement Act,http://maplight.org/us-congress/bill/112-s-223/892519/total-contributions
889392,s,228,112,UNOPPOSED,11153925,3076567,,http://maplight.org/us-congress/bill/112-s-228/889392/total-contributions
889393,s,229,112,UNOPPOSED,5598007,566250,,http://maplight.org/us-congress/bill/112-s-229/889393/total-contributions
889394,s,230,112,UNOPPOSED,5986912,984723,,http://maplight.org/us-congress/bill/112-s-230/889394/total-contributions
889397,s,233,112,UNOPPOSED,864362,0,,http://maplight.org/us-congress/bill/112-s-233/889397/total-contributions
887477,hr,235,112,UNOPPOSED,63250,1318132,,http://maplight.org/us-congress/bill/112-hr-235/887477/total-contributions
889403,s,239,112,UNOPPOSED,9755684,0,,http://maplight.org/us-congress/bill/112-s-239/889403/total-contributions
889422,s,248,112,UNOPPOSED,13422545,0,,http://maplight.org/us-congress/bill/112-s-248/889422/total-contributions
1021903,sres,251,112,PASSED,3269224,0,"A Resolution Expressing Support for Improvement in the Collection, Processing, and Consumption of Recyclable Materials Throughout the United States.",http://maplight.org/us-congress/bill/112-sres-251/1021903/total-contributions
949758,hres,251,112,UNOPPOSED,8577181,2262950,,http://maplight.org/us-congress/bill/112-hres-251/949758/total-contributions
887518,hr,254,112,UNOPPOSED,1602775,0,,http://maplight.org/us-congress/bill/112-hr-254/887518/total-contributions
889455,s,258,112,UNOPPOSED,0,5692448,,http://maplight.org/us-congress/bill/112-s-258/889455/total-contributions
889458,s,261,112,UNOPPOSED,72920,2823130,,http://maplight.org/us-congress/bill/112-s-261/889458/total-contributions
953343,hres,266,112,UNOPPOSED,180079,2262950,,http://maplight.org/us-congress/bill/112-hres-266/953343/total-contributions
889487,s,267,112,UNOPPOSED,22962450,19904338,,http://maplight.org/us-congress/bill/112-s-267/889487/total-contributions
887727,hr,270,112,UNOPPOSED,0,3837494,,http://maplight.org/us-congress/bill/112-hr-270/887727/total-contributions
889494,s,274,112,UNOPPOSED,5023872,0,,http://maplight.org/us-congress/bill/112-s-274/889494/total-contributions
1016920,s,275,112,PASSED,10057154,3083317,Pipeline Transportation Safety Improvement Act of 2011,http://maplight.org/us-congress/bill/112-s-275/1016920/total-contributions
889501,s,281,112,UNOPPOSED,24968910,0,,http://maplight.org/us-congress/bill/112-s-281/889501/total-contributions
889676,s,294,112,UNOPPOSED,1604417,8809800,,http://maplight.org/us-congress/bill/112-s-294/889676/total-contributions
889678,s,296,112,UNOPPOSED,21043853,0,,http://maplight.org/us-congress/bill/112-s-296/889678/total-contributions
889681,s,299,112,UNOPPOSED,9529353,24468715,,http://maplight.org/us-congress/bill/112-s-299/889681/total-contributions
888050,hr,303,112,UNOPPOSED,99000,0,,http://maplight.org/us-congress/bill/112-hr-303/888050/total-contributions
888061,hr,308,112,UNOPPOSED,281561,1941687,,http://maplight.org/us-congress/bill/112-hr-308/888061/total-contributions
890020,s,312,112,UNOPPOSED,2659730,0,,http://maplight.org/us-congress/bill/112-s-312/890020/total-contributions
1024885,hr,313,112,PASSED,0,28675109,Drug Trafficking Safe Harbor Elimination Act of 2011,http://maplight.org/us-congress/bill/112-hr-313/1024885/total-contributions
890022,s,314,112,UNOPPOSED,8853500,9371010,,http://maplight.org/us-congress/bill/112-s-314/890022/total-contributions
890027,s,319,112,UNOPPOSED,242216,2616839,,http://maplight.org/us-congress/bill/112-s-319/890027/total-contributions
888128,hr,321,112,UNOPPOSED,278043,705636,,http://maplight.org/us-congress/bill/112-hr-321/888128/total-contributions
890255,s,328,112,UNOPPOSED,20514182,25802045,,http://maplight.org/us-congress/bill/112-s-328/890255/total-contributions
888147,hr,333,112,UNOPPOSED,253961,0,,http://maplight.org/us-congress/bill/112-hr-333/888147/total-contributions
890266,s,339,112,UNOPPOSED,11427971,0,,http://maplight.org/us-congress/bill/112-s-339/890266/total-contributions
891912,s,347,112,UNOPPOSED,9102019,9207328,,http://maplight.org/us-congress/bill/112-s-347/891912/total-contributions
888337,hr,358,112,PASSED,8889978,6109459,Protect Life Act,http://maplight.org/us-congress/bill/112-hr-358/888337/total-contributions
1016486,hr,358,112,PASSED,8889978,6109459,Protect Life Act,http://maplight.org/us-congress/bill/112-hr-358/1016486/total-contributions
888963,hr,359,112,PASSED,0,3973817,To Reduce Federal Spending and the Deficit by Terminating Taxpayer Financing of Presidential Election Campaigns and Party Conventions.,http://maplight.org/us-congress/bill/112-hr-359/888963/total-contributions
888345,hr,361,112,UNOPPOSED,693636,1009319,,http://maplight.org/us-congress/bill/112-hr-361/888345/total-contributions
1000465,s,365,112,PASSED,52526670,13060724,Budget Control Act of 2011,http://maplight.org/us-congress/bill/112-s-365/1000465/total-contributions
1000707,s,365,112,PASSED,51532385,23614622,Budget Control Act of 2011,http://maplight.org/us-congress/bill/112-s-365/1000707/total-contributions
888367,hr,371,112,UNOPPOSED,8398602,0,,http://maplight.org/us-congress/bill/112-hr-371/888367/total-contributions
893528,s,374,112,UNOPPOSED,15477296,0,,http://maplight.org/us-congress/bill/112-s-374/893528/total-contributions
893534,s,380,112,UNOPPOSED,123580,0,,http://maplight.org/us-congress/bill/112-s-380/893534/total-contributions
898575,hr,386,112,PASSED,2630020,90437,Securing Aircraft Cockpits Against Lasers Act of 2011,http://maplight.org/us-congress/bill/112-hr-386/898575/total-contributions
893546,s,392,112,UNOPPOSED,1604417,0,,http://maplight.org/us-congress/bill/112-s-392/893546/total-contributions
893547,s,393,112,UNOPPOSED,10652014,0,,http://maplight.org/us-congress/bill/112-s-393/893547/total-contributions
893549,s,395,112,UNOPPOSED,8809800,3076567,,http://maplight.org/us-congress/bill/112-s-395/893549/total-contributions
893552,s,398,112,UNOPPOSED,9242104,0,,http://maplight.org/us-congress/bill/112-s-398/893552/total-contributions
888587,hr,399,112,UNOPPOSED,1739507,0,,http://maplight.org/us-congress/bill/112-hr-399/888587/total-contributions
893555,s,401,112,UNOPPOSED,750,8809800,,http://maplight.org/us-congress/bill/112-s-401/893555/total-contributions
888590,hr,402,112,UNOPPOSED,3531923,8398602,,http://maplight.org/us-congress/bill/112-hr-402/888590/total-contributions
888604,hr,408,112,UNOPPOSED,8398602,4606935,,http://maplight.org/us-congress/bill/112-hr-408/888604/total-contributions
893566,s,412,112,UNOPPOSED,30874853,0,,http://maplight.org/us-congress/bill/112-s-412/893566/total-contributions
893567,s,413,112,UNOPPOSED,4446666,12313283,,http://maplight.org/us-congress/bill/112-s-413/893567/total-contributions
888702,hr,415,112,UNOPPOSED,4984362,0,,http://maplight.org/us-congress/bill/112-hr-415/888702/total-contributions
899141,s,425,112,UNOPPOSED,3168331,0,,http://maplight.org/us-congress/bill/112-s-425/899141/total-contributions
888737,hr,432,112,UNOPPOSED,2670286,8545447,,http://maplight.org/us-congress/bill/112-hr-432/888737/total-contributions
899201,s,434,112,UNOPPOSED,1527360,0,,http://maplight.org/us-congress/bill/112-s-434/899201/total-contributions
888743,hr,436,112,PASSED,46194237,0,Health Care Cost Reduction Act of 2012,http://maplight.org/us-congress/bill/112-hr-436/888743/total-contributions
1076341,hr,436,112,PASSED,46194237,0,Health Care Cost Reduction Act of 2013,http://maplight.org/us-congress/bill/112-hr-436/1076341/total-contributions
899206,s,438,112,UNOPPOSED,36553618,0,,http://maplight.org/us-congress/bill/112-s-438/899206/total-contributions
889085,hr,451,112,UNOPPOSED,26019406,0,,http://maplight.org/us-congress/bill/112-hr-451/889085/total-contributions
889086,hr,452,112,UNOPPOSED,26837268,2329350,,http://maplight.org/us-congress/bill/112-hr-452/889086/total-contributions
899234,s,453,112,UNOPPOSED,912451,0,,http://maplight.org/us-congress/bill/112-s-453/899234/total-contributions
899243,s,460,112,UNOPPOSED,256144,12207822,,http://maplight.org/us-congress/bill/112-s-460/899243/total-contributions
899360,s,470,112,UNOPPOSED,29549440,0,,http://maplight.org/us-congress/bill/112-s-470/899360/total-contributions
934865,hr,471,112,PASSED,8922773,9326448,Scholarships for Opportunity and Results Act,http://maplight.org/us-congress/bill/112-hr-471/934865/total-contributions
899374,s,481,112,UNOPPOSED,2089561,0,,http://maplight.org/us-congress/bill/112-s-481/899374/total-contributions
899376,s,482,112,UNOPPOSED,12954141,14539705,,http://maplight.org/us-congress/bill/112-s-482/899376/total-contributions
889143,hr,483,112,UNOPPOSED,254729,0,,http://maplight.org/us-congress/bill/112-hr-483/889143/total-contributions
899388,s,491,112,UNOPPOSED,258569,0,,http://maplight.org/us-congress/bill/112-s-491/899388/total-contributions
899389,s,492,112,UNOPPOSED,8845875,12767471,,http://maplight.org/us-congress/bill/112-s-492/899389/total-contributions
940278,s,493,112,NOT PASSED,8809800,3731648,,http://maplight.org/us-congress/bill/112-s-493/940278/total-contributions
899390,s,493,112,UNOPPOSED,15002038,9796281,,http://maplight.org/us-congress/bill/112-s-493/899390/total-contributions
899396,s,494,112,UNOPPOSED,12761041,0,,http://maplight.org/us-congress/bill/112-s-494/899396/total-contributions
899398,s,496,112,UNOPPOSED,10513727,0,,http://maplight.org/us-congress/bill/112-s-496/899398/total-contributions
899487,s,504,112,UNOPPOSED,8867737,6426565,,http://maplight.org/us-congress/bill/112-s-504/899487/total-contributions
899494,s,509,112,UNOPPOSED,30774623,10150820,,http://maplight.org/us-congress/bill/112-s-509/899494/total-contributions
889183,hr,509,112,UNOPPOSED,1996283,0,,http://maplight.org/us-congress/bill/112-hr-509/889183/total-contributions
899495,s,510,112,UNOPPOSED,1907182,0,,http://maplight.org/us-congress/bill/112-s-510/899495/total-contributions
899498,s,512,112,UNOPPOSED,761142,0,,http://maplight.org/us-congress/bill/112-s-512/899498/total-contributions
890135,hr,514,112,PASSED,0,11490566,FISA Sunsets Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-514/890135/total-contributions
889683,hr,514,112,NOT PASSED,0,11490566,FISA Sunsets Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-514/889683/total-contributions
891726,hr,514,112,PASSED,0,20864750,FISA Sunsets Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-514/891726/total-contributions
892473,hr,514,112,PASSED,0,11711865,FISA Sunsets Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-514/892473/total-contributions
889188,hr,514,112,PASSED,0,11711865,FISA Sunsets Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-514/889188/total-contributions
889731,hr,520,112,UNOPPOSED,3686722,1169666,,http://maplight.org/us-congress/bill/112-hr-520/889731/total-contributions
899561,s,520,112,UNOPPOSED,21892858,2297402,,http://maplight.org/us-congress/bill/112-s-520/899561/total-contributions
889732,hr,521,112,UNOPPOSED,2027793,269260,,http://maplight.org/us-congress/bill/112-hr-521/889732/total-contributions
899566,s,525,112,UNOPPOSED,3370256,0,,http://maplight.org/us-congress/bill/112-s-525/899566/total-contributions
897209,hr,525,112,PASSED,414069,0,Veterinary Public Health Amendments Act of 2011,http://maplight.org/us-congress/bill/112-hr-525/897209/total-contributions
1023411,hr,527,112,PASSED,56909116,2817350,Regulatory Flexibility Improvements Act of 2011,http://maplight.org/us-congress/bill/112-hr-527/1023411/total-contributions
889741,hr,527,112,PASSED,56909116,2817350,,http://maplight.org/us-congress/bill/112-hr-527/889741/total-contributions
899569,s,528,112,UNOPPOSED,22118768,0,,http://maplight.org/us-congress/bill/112-s-528/899569/total-contributions
900095,s,540,112,UNOPPOSED,7800855,0,,http://maplight.org/us-congress/bill/112-s-540/900095/total-contributions
900096,s,541,112,UNOPPOSED,17149400,0,,http://maplight.org/us-congress/bill/112-s-541/900096/total-contributions
889786,hr,555,112,UNOPPOSED,2171680,8390852,,http://maplight.org/us-congress/bill/112-hr-555/889786/total-contributions
900111,s,555,112,UNOPPOSED,24966643,8853500,,http://maplight.org/us-congress/bill/112-s-555/900111/total-contributions
900112,s,556,112,UNOPPOSED,14140642,0,,http://maplight.org/us-congress/bill/112-s-556/900112/total-contributions
900119,s,563,112,UNOPPOSED,12166563,0,,http://maplight.org/us-congress/bill/112-s-563/900119/total-contributions
900860,s,565,112,UNOPPOSED,66237732,2081274,,http://maplight.org/us-congress/bill/112-s-565/900860/total-contributions
900863,s,567,112,UNOPPOSED,2439061,0,,http://maplight.org/us-congress/bill/112-s-567/900863/total-contributions
889848,hr,567,112,UNOPPOSED,9180506,3273319,,http://maplight.org/us-congress/bill/112-hr-567/889848/total-contributions
900869,s,571,112,UNOPPOSED,2318940,0,,http://maplight.org/us-congress/bill/112-s-571/900869/total-contributions
889853,hr,572,112,UNOPPOSED,12367956,9741425,,http://maplight.org/us-congress/bill/112-hr-572/889853/total-contributions
900958,s,575,112,UNOPPOSED,27680177,46678173,,http://maplight.org/us-congress/bill/112-s-575/900958/total-contributions
889857,hr,576,112,UNOPPOSED,16738176,0,,http://maplight.org/us-congress/bill/112-hr-576/889857/total-contributions
900959,s,576,112,UNOPPOSED,5264264,0,,http://maplight.org/us-congress/bill/112-s-576/900959/total-contributions
900968,s,585,112,UNOPPOSED,5016426,0,,http://maplight.org/us-congress/bill/112-s-585/900968/total-contributions
900970,s,587,112,UNOPPOSED,14990093,13044396,,http://maplight.org/us-congress/bill/112-s-587/900970/total-contributions
889870,hr,587,112,UNOPPOSED,1923934,0,,http://maplight.org/us-congress/bill/112-hr-587/889870/total-contributions
901409,s,598,112,UNOPPOSED,21817708,43700,,http://maplight.org/us-congress/bill/112-s-598/901409/total-contributions
901412,s,601,112,UNOPPOSED,12037223,1853627,,http://maplight.org/us-congress/bill/112-s-601/901412/total-contributions
889946,hr,605,112,UNOPPOSED,2244037,0,,http://maplight.org/us-congress/bill/112-hr-605/889946/total-contributions
901874,s,606,112,UNOPPOSED,30142579,0,,http://maplight.org/us-congress/bill/112-s-606/901874/total-contributions
901884,s,616,112,UNOPPOSED,6610963,0,,http://maplight.org/us-congress/bill/112-s-616/901884/total-contributions
889961,hr,616,112,UNOPPOSED,4520267,0,,http://maplight.org/us-congress/bill/112-hr-616/889961/total-contributions
889965,hr,618,112,UNOPPOSED,2268300,0,,http://maplight.org/us-congress/bill/112-hr-618/889965/total-contributions
901888,s,620,112,UNOPPOSED,7504494,0,,http://maplight.org/us-congress/bill/112-s-620/901888/total-contributions
889977,hr,626,112,UNOPPOSED,3165299,0,,http://maplight.org/us-congress/bill/112-hr-626/889977/total-contributions
